x,y,z
-0.054007519,0.074673422,0.068311557
-0.058835033,0.012403506,0.087177888
0.012389974,-0.054133598,0.14694647
0.059399743,0.024445046,0.082163379
-0.069664523,-0.021110460,0.090887792
0.031855445,-0.060419034,-0.026740000
-0.051960975,0.038466848,0.011827637
0.068622939,-0.063864887,0.10542189
-0.029990513,-0.080608584,-0.020780640
-0.034155820,0.072511233,0.023437887
-0.025174079,0.048412800,-0.024499441
-0.016644781,-0.062503070,-0.033094771
-0.029801000,0.071817301,-0.0045813671
-0.057495717,-0.10304568,0.095776334
-0.012389690,0.055961728,-0.030333443
-0.024041194,-0.10962647,0.11849060
-0.069606364,0.0068558222,0.064646743
-0.020590242,0.063894704,-0.025956305
0.054446537,0.029630179,0.088818930
-0.066061541,-0.099863224,0.073997177
-0.029605750,-0.045491084,-0.024068013
-0.040977426,-0.034149781,-0.014770404
0.0047221151,-0.032800309,-0.036288332
0.055548307,0.066284619,0.075161450
0.061553214,-0.041692670,0.0092150010
-0.022457507,0.017939694,-0.032559540
0.043481261,0.0093840426,0.11437286
0.048758715,-0.0084696850,-0.0098078055
-0.024070797,0.065634087,-0.022847187
-0.012929038,-0.12573797,0.021573011
0.050017945,0.027764017,0.095168583
-0.037693966,0.013375106,0.11455031
-0.026934829,-0.070672870,0.14060223
0.067794822,0.0018052788,0.035611607
0.035259601,0.032880493,0.11139134
0.074291192,-0.033806227,0.066616610
-0.030380826,-0.079425745,0.13669948
-0.026662761,-0.12857889,0.072121106
0.062179491,-0.045067865,0.011052541
-0.050486531,-0.11643150,0.064124450
0.0010105399,0.091534838,0.016643468
0.070189558,-0.018325085,0.042287484
0.060548693,-0.087991416,0.023862109
-0.054452609,0.029869491,0.084566280
-0.026476119,0.062833570,-0.020975461
-0.050592944,0.027189456,0.0031778347
0.035228197,-0.0017937364,-0.019338934
-0.0034427389,-0.011998910,-0.055686850
-0.036286049,-0.083705962,-0.015545354
0.066319741,0.010110862,0.048311882
-0.030944020,0.033388000,0.11268614
-0.0059653828,-0.022040376,-0.040797185
-0.0063567646,-0.12329418,0.10201519
-0.035081886,0.0083278008,0.12001190
-0.045903563,-0.11765243,0.082003556
0.069897875,-0.080149569,0.095095687
0.069610089,-0.092321366,0.066606231
0.036166485,-0.12246277,0.043605249
0.025315238,-0.022368040,-0.021519890
0.029090542,0.051461861,0.11550117
0.0030815713,0.0046374011,-0.054448374
0.039844345,-0.056822110,-0.022237230
0.043834548,-0.11520920,0.091654472
-0.045004971,0.057747446,0.015177923
0.046696961,-0.077378586,-0.0053234147
0.055671614,0.082753278,0.071130224
-0.078192823,-0.00063231512,0.059920877
-0.063965932,-0.10288111,0.058046184
-0.049610760,0.039989371,0.088253759
-0.023896348,-0.070586063,0.14190786
-0.083015412,-0.034630205,0.072659843
-0.016503779,-0.13123490,0.066409670
0.074930862,-0.059484452,0.088256650
0.0011736918,-0.0011183318,-0.062701449
0.015494431,-0.11325386,-0.0015039520
-0.00051460270,-0.057151958,-0.035285171
-0.020909963,-0.10937055,-0.0058818972
-0.037602607,0.065347321,0.0054896008
0.0084457146,0.0097317193,0.12963602
-0.073607832,-0.0063578575,0.064556338
0.064747952,-0.058888510,0.017767394
-0.067765824,-0.0078593586,0.045633186
0.039399702,-0.017673729,-0.016560836
0.051168483,-0.049565807,-0.010729778
-0.051101111,0.058348671,0.083279155
-0.052843921,-0.11033851,0.033982079
-0.024014181,-0.12974575,0.055745792
0.045377783,-0.043815333,-0.016308475
-0.010153859,-0.0033455812,-0.052081455
-0.081849746,-0.0029225717,0.065782540
0.011557464,-0.13195492,0.064334080
-0.0039912760,-0.062546223,-0.034516264
-0.056637511,-0.028977543,0.11918514
0.031923227,0.0040950612,-0.022405624
0.076706313,-0.038067196,0.055756688
0.042556942,-0.11759414,0.087094098
-0.071360745,-0.061636575,0.043169055
0.074186474,-0.037702534,0.063276052
0.051083446,0.053310137,0.042308711
-0.064939819,-0.015416349,0.013394106
-0.031223839,0.043432370,0.11146158
0.015714578,0.0097112739,0.12853175
0.072507001,-0.037485518,0.048432216
-0.012348748,-0.11335706,0.11784881
-0.048947863,-0.096300170,0.11547933
0.057129029,-0.10798023,0.082678698
0.020099789,0.043162175,-0.030391287
0.072216935,-0.0088029709,0.075559013
0.013776276,0.058754724,-0.028031373
0.040331956,0.026835077,-0.013835205
0.032736387,-0.086904347,-0.015487985
-0.0027827525,-0.0032311317,-0.061899200
0.0050025573,0.096548684,0.018945901
0.047421940,-0.10789525,0.023148244
0.070445150,-0.020339705,0.045225751
0.0094156293,-0.066159792,0.14632814
0.052541632,-0.11340689,0.056938410
0.043110389,-0.052093923,-0.020517722
0.070261031,0.0062517715,0.067049459
0.072688907,-0.045142300,0.046337444
0.032938328,0.046338566,0.11218053
-0.047419291,-0.094125628,0.11850355
-0.044682089,0.069353983,0.047130212
-0.078444749,0.0013494360,0.061592083
0.00054289011,0.012580128,-0.047128849
-0.060177177,0.019007571,0.056631986
0.064113930,-0.031316690,0.011498989
-0.046361033,-0.10651335,0.015251947
0.037547871,0.075986184,0.038849033
-0.0048506632,-0.057196051,0.14746152
-0.030478096,-0.072658770,-0.023857102
-0.064735167,0.0098481672,0.032378878
-0.041183081,-0.11936786,0.036085602
-0.074698381,-0.0061747842,0.072006784
-0.0091318833,0.00035012985,-0.053244267
0.073108919,-0.079441577,0.058776569
-0.047613200,-0.064366557,0.12981112
0.019232305,-0.056137305,0.14526331
0.00092626899,-0.016243795,-0.053001788
0.063784592,-0.10160571,0.076525263
-0.040925588,0.0099679744,0.11406546
-0.061037075,-0.10065068,0.092997327
0.015896415,-0.10987870,0.12058309
-0.036204718,0.076358855,0.035418514
-0.012761317,-0.12898360,0.033600889
-0.047259379,-0.070629328,0.12934694
-0.052298244,-0.11341084,0.043505155
0.054140847,-0.083952732,0.11916867
0.077787593,-0.0080915885,0.072855562
0.021424027,0.079372831,0.010661407
0.0081027644,-0.00010461258,-0.053673886
-0.0024246413,0.049844090,-0.033923540
-0.015684154,-0.12909503,0.081468642
0.039066821,-0.060083818,-0.021873362
0.037803773,0.068624914,0.023469562
-0.0098756999,0.11379375,0.027378019
0.022948334,0.0062109320,0.12868118
0.015698932,-0.11545178,0.11360882
0.042361200,-0.12013088,0.050702881
0.0054050558,-0.0058788704,-0.045074645
0.0049329330,-0.12960924,0.033341851
0.064878590,-0.066076815,0.018986365
-0.0090036429,-0.062826857,0.14654663
0.067375652,-0.0080768941,0.091583714
-0.052074660,-0.10352045,0.10351213
0.064901553,-0.093294717,0.040174555
-0.063105464,0.0095221987,0.077174306
-0.027500656,-0.060314104,-0.029635347
0.063972548,-0.092864856,0.036793489
-0.063878968,-0.0065460741,0.094239242
-0.070719995,-0.012743679,0.059012979
-0.066465817,0.0025322973,0.043475810
0.072832450,-0.051181816,0.049033366
-0.074407227,-0.074842803,0.065985806
-0.057172567,0.031515490,0.060832679
-0.035191692,-0.023928348,-0.019308282
0.059590612,0.033945903,0.027166201
-0.016952630,0.10177127,0.026115961
0.053624216,-0.084460109,0.11949321
0.014624857,0.083238028,0.017908910
-0.045294587,-0.093715757,0.12039112
0.031817205,-0.11373825,0.011888589
-0.022373583,-0.011338086,0.13681567
0.075791463,0.00089529122,0.070021801
0.039216429,-0.067805961,-0.017880647
-0.024750328,-0.11784326,0.10722594
0.033831645,0.056861412,-0.010525233
-0.052738991,-0.084427565,0.0019726905
0.047986206,-0.086561181,0.00065946119
-0.060708724,-0.10200355,0.090768732
0.029551715,0.059640512,0.11636226
-0.0057546981,-0.0090055810,-0.056185074
0.068198264,-0.093689606,0.056870848
0.014009593,-0.00061564462,-0.041023664
0.0034499110,-0.034315668,-0.037612386
-0.029761249,-0.098059855,-0.012534141
-0.023925414,0.097468808,0.029908167
-0.036103420,-0.10800853,0.0038652138
-0.023624230,0.0016944843,0.13031290
0.073582612,-0.064330943,0.092029229
0.036057368,-0.12405182,0.074287385
-0.068803713,-0.021267116,0.034174830
0.060865652,-0.089321457,0.10664224
-0.039733581,0.061603006,0.10252728
0.038546842,-0.084614277,-0.012029959
0.045466896,0.095718369,0.050324630
0.029765865,-0.081191398,0.13638820
0.074404754,-0.075393543,0.080221787
0.072643511,-0.038048249,0.049212627
0.028374014,-0.035921711,-0.016123604
-0.058440622,0.025301579,0.058020219
-0.069780074,-0.021903966,0.091004945
-0.049350984,0.045355495,0.011244469
0.069043830,-0.0051980494,0.042002875
-0.017412435,0.12060080,0.033465337
-0.053971130,0.096218683,0.067698322
-0.044921059,0.070754290,0.095573224
0.0050378959,-0.11947083,0.10987955
-0.022498760,-0.12632547,0.031279907
-0.021850485,-0.045280531,-0.024569592
-0.073945604,-0.070734359,0.058105715
-0.047066517,-0.11789285,0.048353799
-0.040729143,-0.069450796,-0.016921310
-0.067509435,-0.040777061,0.024855282
0.073776409,-0.029853467,0.083158307
-0.0092645222,-0.12446535,0.016395524
0.084008373,-0.039402258,0.066753291
0.066787623,0.0029065653,0.029605545
0.019386522,-0.12750278,0.035142995
-0.017024694,-0.11719225,0.11078294
0.0094672106,-0.11639459,0.11379914
-0.050461669,-0.077989556,-0.0032076486
0.029348733,-0.095362782,-0.012768038
0.031512223,0.045373429,-0.018673025
-0.0038029482,0.11144091,0.024906470
0.064425670,0.010203649,0.025062287
0.041801192,0.063056909,0.10303546
-0.019298578,0.092080653,0.023194607
-0.053779814,0.046246249,0.058510881
-0.0034568845,-0.075665109,0.14440873
0.051859353,-0.038201328,0.12703998
-0.041681662,0.094098374,0.046190981
-0.00097315951,0.064917505,-0.031694345
-0.0079234205,0.018959964,-0.042699967
-0.028613882,-0.050844699,-0.027000658
-0.057489146,-0.081158757,0.11622249
0.067363799,-0.075030766,0.10427754
-0.041849066,-0.018706761,0.12949377
-0.038424321,-0.11265944,0.10485750
-0.060358554,-0.10402793,0.086592831
0.029987272,-0.11725731,0.10379741
0.073486954,-0.015573181,0.063492298
-0.041170634,-0.12203092,0.071179941
-0.023177421,0.078503557,0.013726950
-0.066117570,-0.056965198,0.022332273
0.058346413,0.036546607,0.063649245
-0.0034122148,0.090358131,0.016325850
-0.044928238,0.066771373,0.045419551
0.010474083,-0.057023399,-0.034502205
-0.060404412,-0.0041514481,0.0070567830
0.049997143,0.078874737,0.091025621
0.019868314,-0.023280052,0.14220174
0.073002219,-0.016813176,0.055784743
-0.063809887,0.0024578031,0.020930827
0.025500219,-0.066879719,-0.027731773
0.00067728152,0.029404348,-0.042683691
-0.046965495,0.087619923,0.051224366
0.012039131,-0.11643180,0.11331742
0.0014100705,0.0043279468,-0.060080793
0.010365007,0.075648047,-0.021533346
-0.073653623,-0.052935887,0.057586897
0.056510624,0.050611660,0.075769208
0.014238587,-0.089563787,-0.022271808
-0.021005269,-0.068956688,-0.029912932
0.060213357,0.022464154,0.081110984
-0.058454502,-0.050282549,0.11998654
0.036963865,-0.057426717,-0.024139320
0.0022031961,0.11795293,0.027414925
-0.072438322,-0.038638782,0.055416048
-0.034752842,0.073233224,0.028314630
0.0073835221,-0.013481081,-0.046921551
0.0024067864,0.051773570,-0.032823578
-0.056186069,-0.051605284,-0.0016838803
0.053359281,0.066814438,0.082748048
0.014481433,-0.065038443,-0.032200318
-0.034833103,-0.059602160,0.13842878
-0.057275631,0.0022762942,0.0039434843
-0.056421299,-0.10884304,0.040414158
0.050330769,0.054184586,0.046893332
-0.028829349,-0.0074890438,0.13280439
0.070424676,0.00025736933,0.050382283
0.021721093,0.10578497,0.033255450
0.0087496387,-0.13091043,0.077112906
-0.049104523,-0.056914069,0.12943973
-0.072676055,0.00066289376,0.053974468
0.0094241472,0.078688420,-0.014231382
0.035628181,0.046127122,0.10944606
-0.080853015,-0.0015332375,0.063505992
-0.073505960,0.0046819504,0.054393262
-0.0025090671,0.028907714,-0.042728815
-0.016323470,-0.12504625,0.094857089
0.075625710,-0.029989121,0.058725372
-0.036640018,0.069925629,0.023046145
-0.057051644,-0.097200893,0.10515201
-0.063317575,-0.015072711,0.0093865208
0.084840655,-0.032786917,0.068296872
-0.046704333,0.012090333,0.10614429
-0.064207658,0.013765003,0.044112660
-0.067936338,-0.081073135,0.035388324
0.020059790,-0.10974408,-0.0038003589
0.0047209114,0.084517308,0.014738419
0.037210070,0.060927100,0.00056430302
0.011315267,-0.0087515088,0.13906904
-0.071602866,-0.026705045,0.050060667
-0.043128062,0.056005456,0.0071592643
-0.00021999460,0.017908635,0.12290352
-0.069258414,-0.0039133434,0.052396066
-0.043754611,-0.11657353,0.089428619
0.023285672,0.077836700,0.0043080244
-0.072834000,-0.013714286,0.064257443
0.080292813,-0.026387006,0.062351517
-0.015162301,-0.00084709655,0.13403215
-0.068551548,-0.015583350,0.033941917
-0.081928395,-0.0028984994,0.067228705
0.047074154,-0.11776389,0.070405126
0.059608258,0.035488460,0.028634116
0.010041007,-0.061978284,-0.033827476
-0.0066518965,0.034210663,-0.033310026
0.066703416,0.011542814,0.039781678
-0.032642294,-0.12359830,0.085571393
-0.051430065,-0.036059286,0.12581566
0.057658702,0.040284924,0.048936177
-0.0088201826,-0.13186942,0.071677119
0.064416893,-0.053274464,0.11352475
0.020694602,-0.013733026,-0.024204401
-0.046450753,-0.11807834,0.076812297
0.0021977678,-0.013043472,-0.055130124
-0.063289627,-0.059092984,0.015698215
0.067434177,-0.0079918001,0.021646751
0.035921156,-0.081383459,0.13337810
0.022746842,-0.062901042,0.14394787
-0.0075778025,-0.10248984,0.12923029
-0.0083008120,-0.095999695,0.13406543
-0.066412784,-0.080657281,0.10307059
0.067535102,-0.080401286,0.10140662
-0.041033305,-0.017136106,0.12955229
0.0029970622,0.12528171,0.030773798
0.0079824850,0.026701145,-0.028521698
-0.021831637,0.011604046,0.12453406
0.049971394,-0.044106588,0.12942229
-0.064825930,-0.027211700,0.10693552
-0.048075967,-0.072461449,0.12829614
0.061681140,0.032548983,0.036205117
0.028418014,0.092903793,0.035140131
0.068683214,-0.093873098,0.077634305
-0.030056207,-0.060484700,-0.028451066
0.00066033297,-0.13290133,0.050300568
-0.024919916,-0.12908725,0.050107237
0.032222651,-0.035940502,-0.013673152
0.067312762,-0.046425708,0.022257408
0.064935096,-5.55E+01,0.089835554
-0.061524849,0.016943885,0.071579784
-0.015784852,-0.00071826606,-0.032081645
0.030590767,0.067770965,0.11710849
-0.030638317,-0.12268490,0.090910092
0.034500867,0.037380688,-0.019292952
0.069965102,-0.0068091862,0.048742656
-0.047221631,-0.067688748,0.12975504
-0.051175334,-0.042554975,-0.0092606582
-0.0044645928,-0.11669624,0.11418417
-0.067266911,-0.012913456,0.055836152
-0.0051599182,0.027319906,-0.042948615
-0.072643250,-0.047397245,0.095145628
-0.049215097,-0.11741745,0.064401209
0.074303113,-0.074540995,0.063956797
-0.072602183,-0.029713828,0.080808558
-0.014079281,-0.045903698,-0.027875764
0.065878980,0.0082756886,0.028844595
0.051577371,0.053463649,0.086714387
-0.058314878,0.024921728,0.077803381
-0.0014070633,0.028422745,0.12018212
-0.053443916,0.018770976,0.092674546
0.052456159,-0.027210446,-0.0051251971
0.071966000,-0.027711943,0.092671737
-0.025779128,0.10737780,0.035784673
-0.054993726,-0.0083585437,0.11180533
0.076135717,-0.062593937,0.071046181
-0.036118604,0.046073750,-0.011978572
-0.061193068,-0.10602520,0.056242015
-0.014332177,0.087953880,0.018089054
0.049714908,-0.088331059,0.12103350
0.059693102,0.031091802,0.074276216
0.013495062,0.030480236,-0.035284191
-0.0092650559,0.023675103,0.12091934
0.0045412681,-0.12866943,0.088528417
-0.065946035,-0.019542502,0.10080571
0.040754896,-0.034023982,0.13500454
0.073084764,-0.049515169,0.097650394
0.057052992,0.042254683,0.060608584
-0.014402030,0.015654778,0.12407107
0.034607440,0.0098083401,0.12098765
0.028045362,0.063250907,-0.015377598
-0.071839198,-0.037945025,0.050562564
0.053764310,0.075014964,0.081649102
0.027105158,-0.12419666,0.088567950
0.036142960,-0.10670906,0.0053837826
-0.081268437,-0.025100248,0.065805770
0.033265539,0.064185925,0.11424462
0.012402596,-0.053305354,-0.034086619
-0.013333322,0.033427160,-0.031403128
-0.039858613,-0.12356419,0.065471478
0.032157887,0.042719178,0.11265786
0.030999644,0.047628913,-0.018067926
-0.037263580,0.023156121,-0.017805317
-0.0099509172,-0.038292047,-0.024356820
0.024758464,0.076477341,0.0022249748
0.047127698,-0.11632206,0.047278367
0.039997619,0.043105528,0.10397115
-0.064297803,-0.011498883,0.013116647
-0.054587733,0.042698957,0.023269940
-0.041814726,0.0055487324,-0.014676384
-0.013411619,-0.042610802,-0.024914831
-0.029378574,-0.020990377,0.13770106
-0.022748243,-0.040563326,0.14358529
-0.056307949,0.036083847,0.056863334
-0.010723527,-0.10905699,0.12265321
-0.038801715,0.00085707550,-0.018069236
0.037265986,-0.12395819,0.067905046
-0.034496330,-0.0021759139,-0.020524291
0.072725259,-0.083039172,0.078380615
0.048792671,0.075822867,0.092963822
0.0060834573,0.0068191215,-0.044360150
0.059305754,-0.0063860938,0.10727698
-0.058704801,-0.043548025,0.0032721909
-0.0050361110,-0.11935405,0.0042353407
-0.030164601,-0.12395098,0.032396100
0.018282171,-0.015450767,0.13998231
0.063539036,-0.10193588,0.076187320
-0.046984483,-0.073315375,0.12880838
0.036933523,0.062364254,0.10974634
-0.043423068,0.10349166,0.048402496
-0.0063847308,0.0030546002,-0.054424480
0.025119884,-0.12755013,0.044042502
-0.043257944,0.038629163,-0.0037424723
-0.062902331,-0.090593122,0.028795883
0.058342107,0.0068740873,0.097857483
-0.013739503,-0.086536661,-0.024515923
0.072043285,-0.081873365,0.054953579
-0.045522954,-0.083213232,0.12656343
0.051520344,0.10098324,0.059184458
0.0030708215,0.029243527,0.12021682
0.043176964,-0.037403874,-0.016654413
-0.012070253,-0.0082048681,-0.036080379
-0.0073365499,-0.13281618,0.063008741
-0.044246893,-0.035433229,-0.014024456
-0.057653707,-0.10831909,0.082310826
0.063500613,-0.045453828,0.11484067
0.037064854,-0.043005418,-0.022772968
-0.025568493,0.055760004,0.11701126
0.070200726,-0.063057765,0.036752664
0.017358417,-0.019353224,-0.025266143
0.049364801,0.030393403,0.0028543887
0.029135266,-0.071889803,0.13961780
0.037194423,-0.12397013,0.058814544
-0.025565982,-0.040682115,-0.022440426
0.011048337,0.041708950,-0.037812483
-0.046581019,-0.030927308,-0.0099044088
0.042736340,0.036549453,-0.0061782389
-0.0082803834,-0.073594347,-0.030522441
-0.046014775,6.40E+02,0.11673544
0.064495414,-0.024460543,0.10937434
0.053540476,-0.046895526,0.12604038
0.065355577,-0.020070797,0.10571478
0.011348795,-0.12076968,0.10622818
0.086106904,-0.022247855,0.074527420
0.071337715,-0.014549330,0.083580039
0.087579668,-0.012809003,0.076236725
-0.030089051,-0.054819029,-0.028176919
-0.051461037,0.043159664,0.014674466
-0.045763176,0.021986190,0.10040402
0.046091285,-0.057515163,-0.016337460
0.053380307,-0.072205342,0.0019902424
-0.042349182,0.030923737,0.10054627
-0.016220547,-0.056076195,-0.033566706
0.046536397,0.059495881,0.030241143
-0.0020912949,0.12130856,0.028521268
0.053245857,0.031927902,0.089451738
0.064835869,-0.10074481,0.069578581
0.061273817,0.028692050,0.028210413
-0.053560566,0.023137409,0.089813009
0.079160057,-0.033177141,0.056168433
0.074763753,-0.057284776,0.059818499
0.052660715,-0.093321383,0.013938774
0.058396731,0.021137569,0.086531721
-0.012253073,-0.12788548,0.088781089
0.058760408,-0.055051409,0.0052372548
0.069727592,-0.015474430,0.034069806
-0.068316661,-0.063608237,0.10475085
-0.030197904,0.034201834,0.11317172
-0.025165312,-0.012556854,0.13632804
0.0072583570,0.046948887,-0.034882959
0.072496884,-0.0071039344,0.074274883
0.0035344984,-0.11606004,0.11522881
-0.063887887,-0.076293238,0.021528423
0.074086830,-0.026803020,0.076376759
0.010307467,-0.034944624,0.14619857
0.061765868,0.0059553711,0.014848782
-0.010045912,0.078532234,-0.016329978
-0.048591636,-0.097630166,0.11435600
0.055048853,-0.066575706,0.12355582
-0.0033517238,-0.029331332,-0.039867874
0.048249081,-0.11542667,0.081644729
0.023826271,0.081621751,0.024057018
-0.054436818,0.036356349,0.016606936
-0.0089217220,-0.12280160,0.011724655
-0.073860437,-0.078553751,0.077731013
-0.00091323460,0.017848346,-0.044713244
0.052141875,0.0023753608,0.11068719
-0.038113080,-0.050192513,-0.022974741
-0.046256825,-0.019327778,0.12634933
0.084749706,-0.022703497,0.072873525
0.0079301093,-0.12423036,0.016416728
-0.063439772,0.0061584436,0.080286555
-0.059681557,0.030293550,0.036828082
0.036534850,0.067669317,0.015211971
-0.017779699,0.048093677,-0.030780515
-0.0088479323,0.0075381561,-0.042827230
-0.0067288168,0.043972008,-0.037991054
0.029984219,-0.11859880,0.019666424
-0.074554890,-0.052494153,0.064770319
0.049140520,-0.11334752,0.038906053
-0.028047869,-0.11779593,0.012651638
-0.0026262857,0.017461849,-0.044809204
0.026847083,-0.036556937,0.14219970
-0.060906168,0.018745318,0.071931891
-0.027608311,-0.11017381,0.11622236
-0.025244897,-0.0075126290,0.13418317
0.022660244,-0.075962126,0.14096449
0.051073816,-0.019293282,-0.0079675140
-0.062626921,-0.027929701,0.010225336
0.067552991,-0.096274242,0.065645792
0.037439812,-0.12096497,0.038807891
-0.016183259,-0.081497796,0.14065456
-0.025546301,0.073635072,-0.011325739
0.072687566,-0.021973325,0.061575681
-0.048409753,-0.076943442,0.12676772
0.013051735,0.035949711,-0.029711956
